Vehicle_ID,Odo_Start,Odo_End,Fuel_Level,Damage_Flag
 CAR-06,"61,102km","62,056 km",55%,0
car-17,99301km,"101,085km",0.78,1
 CAR-27,8479,7997,65 %,0
car-24,"70,572km",71923,94 %,1
CAR-15 ,"84,852 km",85292km,0.46,1
CAR-13,70880,"71,965km",79 %,1
car-11,"57,879 km","59,419km",0.3,1
car-21,56361km,"57,703km",90 %,1
car-27,"98,984km",100791,0.72,0
car-10,93465,95046km,38%,0
 CAR-13,95725km,"97,279 km",0.18,1
CAR-21,38861,"39,646km",33 %,1
CAR 30,100286km,100419km,97%,0
car-07,"36,779 km",38158,15 %,0
 CAR-08,"12,207km","12,228 km",61%,0
CAR-10 ,46519km,"48,441km",20%,1
CAR 12,"68,182 km","68,900km",26 %,0
car-21,20911,22373km,0.58,1
car-21,"38,544 km","39,056km",28%,0
CAR-26 ,"53,065 km","53,104km",15 %,0
CAR-19 ,23071km,24006km,0.9,0
CAR-25 ,"75,307 km",75710,15%,1
CAR-14,"23,069km",23693,98%,0
CAR 06,60573km,60238,0.17,0
CAR 30,"47,664 km",48565,1.0,0
 CAR-04,64445km,"64,826km",0.89,0
CAR-29,"106,546km","106,669 km",0.53,1
car-08,"76,776 km",77464km,0.2,0
CAR-16 ,"113,748 km","114,251 km",0.64,0
car-01,23584km,"24,570km",16%,0
CAR-06 ,"53,105 km",54144km,64 %,0
CAR-04 ,6652km,8503,0.09,0
CAR-15 ,41260,42634km,0.5,0
CAR 14,113745,114454,89%,0
CAR 01,12420km,"13,898 km",0.85,1
 CAR-06,"49,104km","48,985 km",91%,1
CAR-04 ,94761km,95809,0.4,0
CAR-17,"62,680 km","62,386km",23 %,1
CAR-14 ,"118,749 km",120290,0.31,0
car-26,82297km,"82,822 km",0.67,0
CAR-10 ,"88,054km","88,912km",0.08,0
CAR-21 ,"17,873 km",18713km,0.7,1
CAR 15,57984km,58475,0.38,0
car-14,"105,380km",106499,71 %,0
CAR-28 ,80519km,"80,431km",83%,0
 CAR-06,45538km,"46,667km",0.67,1
 CAR-27,116533,"118,058 km",68 %,0
CAR-26,"51,938km",53140km,21 %,0
CAR-10 ,28384,"29,473 km",0.72,0
car-26,"109,581 km",110242,1.0,0
CAR 01,61018,"61,213 km",0.82,1
CAR-11 ,18606km,"19,926 km",65%,0
car-27,79294,"80,013 km",0.30,0
CAR-12 ,"101,103 km",102692km,52 %,0
 CAR-09,"72,923km","73,268 km",0.7,1
 CAR-16,"5,130km","5,362 km",0.7,0
CAR-30 ,"85,945 km","87,630 km",0.2,1
CAR-29 ,"118,216 km",118535,14 %,0
 CAR-28,"46,025km",47524,44%,0
 CAR-05,"53,624km",55131km,80%,0
CAR-01 ,57428km,"57,675 km",64 %,0
CAR-17 ,85999,"87,464km",34 %,0
car-24,31496km,33124km,0.45,0
car-04,"118,851 km","118,991km",0.76,0
 CAR-17,"27,280 km",28228km,0.14,0
CAR-30 ,117751,119033km,0.2,0
CAR 23,94186km,"93,687km",0.25,0
 CAR-02,63085,"63,858 km",55%,0
 CAR-17,"16,425km",17416km,22%,0
CAR-28,"11,128 km",12194km,0.1,0
 CAR-28,81124,"82,503 km",0.6,0
CAR-25 ,"69,064 km",69961,0.8,1
car-24,106205,"106,989 km",83%,0
CAR-28 ,"22,857km","22,964 km",0.5,0
CAR-05,"44,054km","45,968km",0.3,0
 CAR-19,9068km,"10,177 km",0.8,0
car-24,80226,82082km,84 %,0
car-17,"13,093 km",14775,62 %,0
car-07,"66,898km",68567km,0.76,1
car-03,"80,543km","81,525km",0.9,0
CAR-15 ,"102,206 km",103658km,0.74,0
 CAR-20,"21,998km",23697,0.23,0
car-07,13352km,14012,86 %,0
car-14,"105,167 km",105304km,32%,0
car-18,69500,70769km,0.9,0
CAR-06,93652km,94855km,0.26,0
CAR 19,"80,321km","81,745 km",74%,1
car-05,43331km,"43,415km",79 %,1
CAR 17,"18,432km",19367km,1.0,0
car-16,"96,612km",97401km,37 %,0
CAR-09 ,"68,623km",69930km,0.1,0
CAR-12 ,25900,27624,35%,0
CAR-22,95905,"97,183 km",6%,0
CAR 18,66750km,"67,303 km",71%,0
CAR 07,17387,18331km,0.3,0
CAR-21 ,98664,"99,933km",51 %,0
CAR 03,"28,255km","29,729 km",89 %,0
car-05,28920km,"30,434km",43%,0
CAR-28 ,116848,"117,814 km",96 %,0
CAR-14 ,"15,076km","16,905 km",54 %,0
car-07,"26,502km",27394,0.7,0
car-05,"15,148km","15,721km",33%,0
CAR-17 ,"15,898 km",16674,0.4,0
CAR 26,"10,569 km","11,485 km",0.3,0
CAR 19,"100,193 km","100,446km",0.42,0
car-21,101680km,"101,910km",0.5,0
 CAR-02,"15,351 km",17019km,21%,0
 CAR-17,"19,470km",20780km,98%,1
CAR-19,39025,40223km,0.54,0
 CAR-22,"10,597km","10,651 km",41 %,1
CAR-28 ,93460km,"94,113km",0.7,1
CAR-24 ,"83,777km",85230,0.34,0
CAR-05 ,"79,227km",81219,77 %,0
car-01,"91,959km",92220km,0.38,0
 CAR-08,41802,41455km,0.8,0
CAR-19 ,"28,511km","30,008km",0.19,0
CAR-09 ,"46,581 km","46,680km",90%,0
CAR-14 ,9196,"10,781km",0.92,0
 CAR-04,"94,356km",94616,0.40,1
 CAR-21,50030km,51947km,0.36,1
CAR-16,35688,37543,43%,0
CAR 29,50188km,49752,87%,0
car-24,"59,318 km",58944,0.99,0
CAR-29,58147,"59,940 km",0.3,0
car-17,41465,41789,0.4,0
CAR-16,99450,"100,182km",0.29,0
CAR-16,31277,32821km,32%,0
 CAR-02,35468km,35967,7%,0
 CAR-13,"17,218km","17,628 km",68 %,0
CAR-12 ,50540,51135km,82 %,0
CAR 27,99407,99345km,19 %,0
 CAR-21,61808,"63,069 km",93%,0
CAR-17 ,14606,"14,418 km",0.2,0
CAR-15,87399,87912km,45 %,0
car-22,52748km,52300,0.09,0
car-29,20795km,21766km,0.9,0
CAR-30,"38,831km",39275,6 %,0
CAR 22,93273,"94,600 km",43 %,0
CAR-09,102682,104384,0.2,0
CAR 15,"34,922km",36509,0.83,0
CAR 28,"100,875km","100,766km",40%,0
CAR 17,66918,68841km,0.22,1
car-29,"97,183km",98098,0.55,1
car-09,"29,785 km","30,612 km",0.9,0
CAR-10,"18,423 km",18544,48%,0
CAR-14,"54,888km","55,097km",0.74,0
CAR 07,"78,347km","78,954km",56%,0
car-28,"45,125 km","45,959km",0.81,1
CAR-26,37326km,"38,353km",76 %,0
CAR-15,"18,105km",18903km,0.8,1
CAR 06,"66,933 km","67,334 km",55%,0
CAR-05,"8,876 km",8480,0.54,0
CAR 09,"6,071 km",7373,0.36,0
car-26,"78,602 km","79,552 km",0.5,0
CAR 24,39202,40469km,0.62,1
CAR-26,"44,271km","45,839km",0.1,0
CAR-20,"109,785km",110095km,0.7,1
 CAR-07,"64,375km","65,872km",45 %,1
CAR-13,74298km,75912km,91%,0
car-17,79706,81379km,56%,0
 CAR-15,19584km,"19,676km",0.8,0
CAR 09,"75,012 km","75,866 km",0.86,0
CAR-05 ,41157,41537km,85%,0
 CAR-27,51189,52768km,41%,1
CAR 15,"79,840 km","80,489 km",0.28,0
 CAR-01,"32,765 km","34,259km",0.61,0
CAR 14,"66,945 km",68727,8 %,1
 CAR-13,"50,060 km","51,787 km",0.39,0
CAR-05 ,81406km,81848,36 %,0
CAR 09,"24,439km","24,970km",15 %,1
CAR-07 ,"38,985km","38,710 km",0.86,0
 CAR-09,75311,75614km,0.43,0
CAR-25,11882km,13798,0.4,0
CAR 09,"119,072km","119,878 km",0.62,0
 CAR-15,78729,"80,382 km",0.63,0
CAR-26 ,"6,129km","6,574 km",0.46,0
CAR-12 ,"90,770km","91,339 km",0.9,1
CAR-29 ,90601,"91,469 km",54 %,0
CAR-15 ,"32,685 km",33188,0.06,0
 CAR-05,27675,"29,186 km",99 %,0
 CAR-11,"51,810km",52413km,98 %,0
CAR-13 ,"92,189km","93,093km",0.06,0
 CAR-08,73883km,75287,54%,0
CAR-11 ,33292,"35,205km",56%,0
CAR-01 ,84013,"85,557km",88 %,0
CAR 11,10876km,12519km,88%,0
CAR-12,76034km,"76,764km",1.0,1
 CAR-09,71337km,"72,985km",20%,0
CAR-22 ,"54,908km","56,493km",0.17,1
CAR 24,"83,744km","85,309 km",31%,0
CAR-08 ,81676,"82,720km",0.62,1
CAR 11,"84,584km","86,558km",78 %,0
CAR-23,"63,189km",63827,55%,0
CAR-14 ,99431,"101,264km",75%,0
CAR 19,"84,639 km",85883km,70%,1
car-01,"35,144 km","36,520km",83 %,0
CAR-21,106107,"106,999 km",75 %,0
CAR 05,44578,"45,045 km",0.91,1
 CAR-27,101811,"102,334 km",6%,0
 CAR-09,74976,76841,48%,0
CAR 12,"63,587 km","63,921 km",0.7,0
CAR 07,114756,"116,413 km",51 %,0
CAR 05,54033km,"55,018 km",44 %,0
car-23,62176km,"63,549km",66%,1
car-16,"25,964 km","27,323 km",87%,1
CAR 21,"109,823km","111,653km",15%,0
 CAR-05,76257,"76,320 km",85%,1
CAR-03,"53,163km","54,583km",16 %,0
CAR-06,"14,901km","14,988km",30 %,0
CAR 22,"91,384 km","91,626km",0.68,0
CAR-14 ,32904,33553,0.57,0
 CAR-25,36729,"37,227km",28 %,0
CAR 16,"15,227 km",14859km,0.54,0
CAR-19,59718km,"60,918km",0.87,0
CAR-20,"90,507 km","90,825 km",0.85,0
CAR 22,"23,991km","24,738km",83%,0
 CAR-14,"35,546km",37438km,0.75,1
 CAR-28,17224,"17,638 km",87 %,0
CAR-18 ,29000km,30119,0.93,0
CAR 28,"33,083km",32704km,80 %,0
CAR-15,"58,121km","59,763 km",72%,0
car-23,"90,381km",90458km,0.3,0
CAR-26 ,"61,158km","62,451 km",93 %,0
CAR-06 ,"29,895km","31,506 km",82 %,0
CAR-07,14188km,14885km,14%,0
 CAR-28,"22,314 km","24,290 km",0.7,0
car-30,17613,"18,887km",0.6,0
CAR-16,105762km,105833,25%,0
CAR-07,83248,84585km,38%,0
CAR-12 ,71131,72374,0.8,0
 CAR-14,"93,307 km","93,701 km",70%,0
car-01,67297,"68,056km",49%,0
CAR 26,5022km,5413km,77 %,0
CAR-08,"114,681km",115422km,0.2,0
 CAR-24,38718,38839km,46 %,0
CAR 03,"81,197 km",82491,90 %,1
CAR 24,"42,148 km",43131,0.81,1
CAR 07,71732,71878,64 %,0
CAR-20 ,101096km,"101,630 km",54%,0
CAR 20,106978,"107,692 km",0.96,0
CAR 24,74206,74779,46%,0
CAR 08,"119,182km",119026,50 %,0
CAR-13,24372,25927,0.5,0
CAR 11,"92,109 km","93,561km",71 %,0
car-10,"115,835km",117501,0.4,0
car-11,65431km,"66,298km",39 %,0
CAR-30,"30,771 km",32274km,0.7,0
car-15,34912km,"36,475 km",69%,0
 CAR-09,56788km,58712km,1.0,0
 CAR-13,94114km,93627km,1.00,0
 CAR-15,"100,657km","100,862km",0.8,0
CAR 17,"106,284km","106,796km",0.9,0
car-17,19966km,"20,476km",78 %,0
car-18,108794,110566,0.58,0
CAR-08 ,69272,"70,773km",0.78,0
CAR-07 ,"85,288 km","86,322 km",26%,0
car-26,"53,793 km","55,699km",37%,0
CAR 21,"77,349 km",78522,0.3,1
CAR 02,"5,987 km",6366,23%,0
CAR-14,"5,312 km",7164km,0.3,0
 CAR-02,37438,39093km,68 %,0
CAR 10,"102,714 km","104,590km",14 %,0
car-05,11347km,"11,748 km",0.71,0
 CAR-09,104891km,"106,405 km",0.09,0
CAR-26 ,"10,280km","11,098 km",0.16,0
CAR-27,"75,593km",76695km,0.85,1
CAR-04 ,"102,736 km","102,878km",62 %,0
car-13,39043km,"39,993km",0.5,0
CAR-04 ,"39,393km",41227,0.50,0
CAR-15,12818,"14,404km",0.5,0
CAR 24,118264km,"119,451 km",0.73,1
CAR 01,56744,"57,263km",0.43,1
CAR-22,"19,916km",20538,69%,0
CAR-05 ,71463km,71913km,0.62,0
car-25,"44,480km","45,599 km",0.26,0
 CAR-07,41424km,41709km,0.8,0
CAR-05 ,16513,17420km,26%,0
CAR-21 ,"14,795km","15,444 km",0.22,0
CAR 14,20961km,"22,322km",0.13,0
CAR-28,"78,393km",79362,25 %,0
CAR-17,84617km,"86,469km",39%,0
CAR-07,"34,960 km",35184,8%,0
CAR-01 ,"101,123 km","102,500km",0.1,0
car-26,114434km,115963km,20%,0
CAR-11,84895,86518,55 %,0
 CAR-21,"78,289 km",78374,1.0,0
CAR-10,"39,351km",39979km,0.7,0
CAR-01,85333,87017,0.1,0
CAR-29 ,62190,"62,513km",23 %,0
CAR-09,"46,682km","46,871 km",67%,0
 CAR-20,"46,213 km","48,077km",77 %,0
 CAR-12,"115,637 km",117106km,77%,0
CAR-04 ,"10,641km",12183,80%,0
CAR-19 ,"56,208km",57367km,26%,1
CAR 02,107304km,107547km,0.72,1
CAR-04,"80,591 km",81257,71 %,0
CAR 01,"34,189 km","35,520 km",84%,0
CAR-16 ,107755,109739km,12 %,0
CAR-02 ,114162km,"115,859 km",0.6,0
CAR-03 ,"103,907 km","105,027 km",0.4,0
CAR 20,"19,367km",20768,31%,0
 CAR-10,90683,90819,55%,0
 CAR-10,102003,102497,50 %,0
car-04,"115,920 km","117,418km",100%,0
CAR-12 ,71380,"73,247 km",0.66,0
 CAR-28,"57,865km",58722km,0.71,0
CAR-22 ,"66,620 km","67,572 km",0.91,0
car-02,62785,64678,0.71,0
car-07,"11,148km","10,808km",1.0,1
car-30,"94,113km",96063km,63%,1
CAR-15 ,66843km,"67,494km",0.85,0
car-23,"106,626 km","108,394km",0.87,0
car-27,"106,180 km","107,915km",0.4,1
CAR-09,58968km,60414,0.37,0
car-13,15938,17665,13%,1
CAR 17,"67,223km","68,629 km",1.0,0
car-07,91256,91336km,0.2,0
CAR-23,"14,620km",15390,0.15,0
CAR-06,"24,274km","25,755 km",0.96,0
 CAR-05,55058km,56599km,27%,0
 CAR-13,"19,261km",19643,0.3,0
car-03,"103,308 km","104,813km",0.62,0
 CAR-28,20657km,"22,485km",67%,1
CAR-18 ,19425km,"19,757km",0.6,0
car-17,56212,57968,0.1,0
CAR-15,"81,019km","82,268km",0.05,0
car-29,54460,54475,0.5,0
CAR-29,"93,869 km","95,361km",0.41,0
car-19,"54,925km","55,142km",12 %,0
 CAR-14,30531,32392km,85 %,0
car-07,38720,"39,080km",0.50,0
CAR-09,81702,83564,15 %,0
 CAR-10,107235,"108,288 km",95%,1
 CAR-12,116933,117283km,0.41,0
 CAR-20,"112,546 km","114,492km",0.92,1
 CAR-28,115126,115672km,0.3,0
 CAR-30,53512,"54,379 km",0.9,0
CAR-02,"5,860km",5943,0.4,0
 CAR-14,110748,111007,0.1,0
car-17,69656km,71522,0.63,0
car-03,"34,387 km","35,814 km",30 %,0
CAR-18,"69,745 km","71,701km",19%,1
CAR-26 ,49308,50982km,50 %,0
CAR 14,"65,954 km","66,827km",0.1,0
CAR-17,9769,"11,478 km",9%,0
 CAR-23,111098km,112189,93 %,1
CAR 18,"24,541km","25,083 km",0.9,1
 CAR-08,"31,102km","32,638km",52%,0
CAR-25,108088,"109,852km",10%,0
 CAR-17,"68,044 km","67,860km",0.52,0
CAR-16,23577km,23559km,0.37,0
 CAR-12,40360km,41113,46%,0
CAR 30,22878,22864km,10%,0
CAR 01,91243km,"92,816 km",0.9,0
CAR 02,43183km,"43,501 km",57%,0
CAR 21,9217,"10,509km",0.67,0
car-09,29818km,"31,110km",12%,0
car-26,"58,079km",59066km,51 %,0
CAR-22,"9,118km","9,630km",82 %,0
car-19,30188,31234,95%,0
car-02,"60,109 km",61952,79 %,0
car-27,"92,925 km",94611,0.1,0
car-29,69963km,71927km,0.5,0
car-16,113717km,"114,724km",0.45,0
CAR 22,94264,"95,692km",30%,0
car-26,"32,416km",32544km,0.74,0
CAR-20 ,"107,062 km","107,720 km",49%,0
CAR-15,45907km,"46,917km",33%,0
CAR-11,17682km,17396km,0.1,0
car-27,"93,485 km","94,309 km",0.2,0
CAR-08,"22,698km","23,420km",0.5,0
 CAR-04,"59,741 km","61,448km",30 %,0
CAR 09,8965km,"9,806 km",56%,0
CAR-26,"85,442 km","85,138km",85%,0
car-02,"100,087 km","100,873km",99 %,0
car-13,69002,69052km,75%,1
CAR-25,"45,034km","46,876km",0.72,0
CAR 03,"19,473 km",21074,31%,0
 CAR-03,"104,908km","105,720km",74 %,0
CAR-27,13529km,14682,6%,0
CAR-03 ,"11,531km",12777,39%,0
CAR-19 ,60816km,62728,42%,0
CAR-01 ,"107,054km","108,495 km",28 %,0
 CAR-12,"28,724km",30280,0.1,0
car-18,"72,636 km","74,586km",0.29,1
car-08,"19,126 km","19,165 km",0.2,0
CAR-21 ,98314,"100,208 km",64 %,1
CAR-12 ,"106,832 km","108,799 km",0.6,0
CAR-11,"18,682 km",18991,56 %,1
 CAR-25,"34,271 km","35,809km",18 %,0
CAR 13,"28,284 km",29670,0.4,0
CAR-25,"35,751km","37,595km",11%,0
CAR-27 ,"59,055 km",59338km,0.76,0
 CAR-21,53350,"54,550 km",88 %,0
CAR-11,"95,452km","95,601km",85%,1
CAR 06,23323,"23,004 km",0.93,0
car-04,"64,551 km","64,642km",0.6,0
CAR 29,"34,259km",35499km,92%,0
 CAR-03,"108,098km","109,121 km",0.20,0
 CAR-22,57786km,59765km,12 %,0
CAR 07,73881km,74642km,0.13,1
car-12,"69,674km","71,487 km",57 %,0
car-13,27282,28768,0.8,1
car-27,"45,667km","47,053km",0.07,0
CAR-30 ,"72,619km","73,880 km",0.4,0
car-14,96021km,"96,748km",0.2,0
CAR 20,"70,022 km",71873km,0.19,0
car-27,77147,77450,77 %,0
CAR 22,"35,766km","36,252 km",94%,0
CAR-22 ,15125km,"16,208km",85 %,1
CAR 20,"74,036km","74,199 km",35 %,0
car-30,57897km,58554,32%,0
 CAR-21,"15,424km",16912,69 %,0
CAR-17 ,"39,812km",40876,45 %,1
CAR-27 ,"49,561km",50390km,14%,0
CAR 12,46144,46897km,0.72,0
CAR-15 ,"80,106 km","80,259 km",0.25,1
 CAR-05,"18,109 km",19203km,56%,0
CAR-22,"100,300km",102019,0.21,0
CAR 27,77854km,78889km,76%,0
 CAR-16,89979,90424,69 %,0
CAR-24,"67,327km",67421km,91%,0
CAR-20,"13,057km",14964km,0.2,1
CAR-21 ,"101,897km",101610km,0.3,0
car-22,89223km,90049km,53%,1
CAR-25,40830,40475km,0.36,0
 CAR-08,"23,155km",23020,48%,0
CAR-14,119098,120678,84%,0
car-19,50714,50930,0.29,0
car-01,54371,"55,271 km",54 %,0
 CAR-23,"78,528 km","79,867 km",0.4,1
 CAR-07,89776km,90261km,0.27,0
CAR-03 ,"77,816km",78767,45 %,0
CAR 17,108410km,"108,355km",0.60,0
car-21,"64,348km","65,173km",42 %,0
 CAR-20,"118,136km",118889km,0.56,1
CAR-03,26978,"27,389 km",0.8,0
CAR-25 ,26479,"26,602 km",0.7,0
car-13,46538km,48299,62%,0
CAR 15,"5,230 km","5,955 km",1.0,0
CAR 04,21244,"22,823km",1.0,0
CAR-06 ,19007,"19,625 km",0.36,0
car-26,57359,58268,0.86,0
CAR-26,65331,"65,580km",46 %,0
CAR 08,99229,100413km,0.9,0
CAR-23 ,"119,631km","120,524km",15%,0
CAR-18 ,"86,017km","86,222 km",49%,0
 CAR-22,"85,768km",86383km,0.16,0
CAR-15,"43,876km","45,770km",72%,0
CAR-26,31233,32984km,57 %,0
CAR-20 ,"53,545km","53,910 km",57 %,0
 CAR-13,18220,19142km,0.09,0
CAR-03,"53,996km",55811,100 %,0
CAR-21,10069,"12,041km",71 %,0
CAR-21 ,"76,550 km",78331,1.0,0
CAR-20,"39,225 km",40988km,27%,0
CAR-14 ,"64,701 km",66295km,82 %,0
CAR 18,"70,670 km",71023,45 %,0
CAR-22 ,70484km,"70,816km",0.3,1
car-26,61344,62645,0.8,0
CAR-25 ,"86,744 km","87,674km",0.47,0
CAR 12,"80,469 km",80815km,0.6,1
 CAR-01,"85,462 km","85,561 km",37 %,0
CAR 16,"106,654km",106811,21 %,0
 CAR-29,51814km,53452km,77 %,0
CAR 02,116454km,"116,754 km",0.39,0
 CAR-06,"79,477 km",81386km,0.5,1
 CAR-22,"57,973km","59,136 km",0.68,1
CAR-05 ,92030km,92870km,0.90,0
car-17,"63,161 km","64,860 km",0.3,0
CAR-16 ,"97,325km","99,104 km",16%,1
CAR-20 ,108377,"109,841 km",0.89,1
CAR-26 ,62374,64039,28 %,0
 CAR-02,116367km,"117,554km",53 %,1
CAR-01 ,47057km,48657km,0.68,0
car-14,"83,702km",84808km,0.53,0
 CAR-27,8155km,"8,843km",92 %,0
CAR-16,79205km,"79,876 km",0.2,0
 CAR-26,"79,869km",80120km,0.8,0
CAR-05,"84,329 km","85,986km",86 %,1
CAR-02 ,82398km,82475,40 %,1
 CAR-01,"71,324km",73092,52 %,0
car-30,66981,68062,0.42,0
CAR 22,"89,484km","89,538 km",34 %,0
CAR 18,107935km,109617,0.1,0
CAR 07,117007,118681,0.96,0
CAR-11 ,"41,000km","41,861km",0.69,0
CAR-04,118020km,"118,913km",0.4,0
CAR-26,48473km,"49,618 km",88 %,1
CAR-07,58719km,59684km,0.37,0
CAR 15,"5,066km",5444km,0.4,0
CAR 27,"65,632 km","67,271km",53 %,0
CAR-12,115572,"115,810km",66 %,0
 CAR-02,119377km,"120,931km",47%,0
CAR-07,65669km,"66,771km",16%,0
CAR 08,100782km,"102,480km",75%,0
 CAR-16,46730,"47,233 km",0.31,0
 CAR-28,47263km,"48,147km",0.51,0
CAR 18,"77,149km","78,018 km",91%,0
 CAR-16,"5,213km","6,162 km",0.7,0
CAR 29,65069km,"67,037 km",54%,1
 CAR-13,"104,721 km",105498,98 %,0
CAR-18,92631,"94,530km",64 %,0
car-23,72677,73336,0.4,0
 CAR-22,"17,139 km",18201km,65 %,0
CAR-22,44315km,"45,216km",0.2,0
car-13,"31,843km",31892km,0.8,1
CAR-20,"76,460km",77650,74%,0
 CAR-13,22227,22375,0.50,0
CAR 08,74346,"74,819km",0.22,0
car-09,"110,328 km","111,847km",0.2,0
 CAR-02,"115,068 km","116,202 km",0.6,0
CAR 08,"34,648 km",35596km,32 %,1
CAR-29,"11,778 km",12690km,0.7,0
CAR 08,18979,"20,369 km",0.9,0
CAR-19 ,"22,668km","23,658km",0.30,0
CAR-11 ,"49,694km",51392,0.46,0
CAR-15 ,"43,711km",44074,0.54,1
car-14,"50,333km","50,865 km",0.5,0
CAR-26 ,77438km,"77,638km",0.24,0
CAR-10,51301,"52,404km",0.8,0
CAR-08 ,"13,032km",14325,0.8,0
 CAR-13,"62,852km",63383km,66%,0
car-26,31911km,"33,115km",0.7,0
car-15,46957km,47852,0.50,0
CAR 09,"5,691 km","6,100km",0.27,0
CAR-18,"6,953 km",7829,30%,1
car-21,58279,58545km,98%,0
 CAR-30,79143,79931km,50 %,0
CAR 20,17480,"19,420km",86 %,0
CAR 19,79410km,79851,48%,0
CAR-08,"115,726 km",117681km,0.43,0
 CAR-09,50193,50638km,43%,0
CAR 21,83264,83539km,9 %,0
CAR-21,"110,333 km","111,246km",0.3,0
car-13,"20,868km","22,810 km",0.3,0
car-19,113835,"113,821km",0.2,0
CAR 25,8399km,8757km,60%,0
 CAR-20,"31,462km",33018,0.24,0
car-10,20111,20383km,83%,0
CAR 20,"65,598 km",66449,80%,0
 CAR-06,89989,90162km,6 %,0
CAR-22,"66,209km",67441km,77 %,0
CAR-27,13179,13568km,0.80,0
CAR 23,"68,240 km",69195,86 %,0
car-18,"65,416 km","66,664km",34%,0
CAR-18,96483km,"97,365 km",0.85,0
CAR-05 ,119631,121278km,0.71,1
 CAR-09,5479km,"7,250km",0.26,0
CAR-02 ,"20,374km",20521,85%,0
CAR-15 ,86279,"88,029 km",99 %,0
CAR-15,109276,110010km,86 %,0
 CAR-29,88701,89866km,38%,0
CAR 27,107017km,"107,045km",0.19,0
CAR-20,"111,927km","112,478 km",0.7,0
 CAR-20,"17,784 km","17,803 km",71%,0
CAR-08 ,"112,797 km","113,891 km",67%,0
CAR-29 ,39132km,"40,957 km",24%,0
 CAR-23,88081km,88367km,0.5,0
car-29,72673km,73477,96 %,0
 CAR-20,6899km,6938km,14%,1
CAR-10,"53,720 km",54624,0.7,0
CAR-18,"106,880 km",106950,64 %,0
CAR-02,101110,"102,871 km",46%,0
CAR-15 ,"75,953km","76,488 km",0.5,0
CAR-01,"60,705km",60973km,0.42,0
CAR-10,"13,696km","14,088 km",73 %,1
CAR-05,"118,494 km","119,275km",83%,1
CAR 23,"103,903km",103929km,62 %,0
CAR-22 ,"119,968 km",120811,18%,0
 CAR-15,12521,"13,013km",0.68,0
CAR-05,101097km,"102,828 km",0.85,0
 CAR-04,112710,113225,0.68,0
car-25,93238,94966km,0.5,0
CAR 06,19508km,20825km,22%,0
CAR 10,"7,049 km","8,771 km",84%,0
CAR 03,"66,202km","66,489km",40%,0
car-17,"14,523 km","15,251km",0.6,0
CAR-11 ,26742km,"27,172km",24 %,0
 CAR-15,"51,952km",53080,0.6,0
CAR 07,115293,"116,879km",0.63,1
CAR-01 ,"16,827 km",16990,0.14,0
CAR-20,34247km,"35,701 km",90%,1
car-12,19937km,"21,304km",0.7,0
 CAR-03,81923km,"82,385km",28 %,0
car-18,"49,856km","51,786km",52%,1
CAR-02 ,"16,686 km","18,108km",95 %,0
 CAR-17,53988,"55,365 km",53%,0
 CAR-18,87063km,87923,0.48,1
CAR-25 ,84324km,85403km,27%,0
CAR-25,116015km,116649,0.53,0
CAR-25 ,87346,88424km,0.72,0
car-28,"25,271 km",26377,0.2,0
CAR-18,96908km,98140,80%,0
CAR-05,"8,592 km",9827km,0.74,0
 CAR-03,"79,394km",81008,12%,0
 CAR-04,66948km,67870km,55 %,0
CAR 18,61864km,63608km,0.14,0
 CAR-04,"52,284 km",52967km,12%,0
car-05,"98,233km",99035,0.2,0
CAR 08,"14,594km","15,557 km",0.25,1
CAR 01,12802km,14144,36%,0
CAR-16 ,"85,402 km",87132km,0.09,0
CAR-10 ,111834km,"111,603 km",7%,0
CAR-04 ,"24,973km",26437,15%,0
CAR 11,113969km,"114,966 km",0.2,0
CAR-09 ,45435,46763km,0.6,0
 CAR-08,"25,724 km","26,384 km",77 %,1
CAR-02 ,"98,226 km",100108,74%,0
 CAR-07,7010km,7418,45 %,1
CAR-10,66649km,"66,926km",19%,0
CAR-19,"8,456km","9,486 km",89 %,0
CAR-16,"81,481km","81,343km",0.74,0
CAR 01,20972km,21457,0.4,0
CAR 11,"31,408 km",32278km,73 %,0
CAR 08,20809,"21,431 km",0.16,0
car-01,"43,450 km",45109,0.10,0
car-30,83950km,"85,675km",0.64,1
CAR-06,37320km,38380km,0.8,0
CAR 27,"85,411 km","86,075km",0.79,0
 CAR-16,111966km,112277km,0.9,0
CAR 29,20687km,"21,804km",0.5,1
car-23,119094,119640km,19%,0
CAR 15,"28,474km","28,603 km",42 %,0
CAR-18 ,80961,82331,57 %,0
CAR-01,"58,628 km","59,759km",0.4,0
 CAR-12,"39,161km",39219km,0.32,0
car-28,111919km,112672km,0.2,1
car-29,18881km,20157,79 %,0
CAR 22,8973km,9843km,0.8,1
CAR-10,"55,918km","56,838km",76 %,1
car-18,"41,578 km",42782,0.22,0
CAR-25 ,"42,867 km",43536km,13 %,0
car-11,100902,101708,62 %,0
 CAR-02,59704km,"60,366km",98 %,0
CAR 21,110356km,112184,0.68,0
CAR-24,60881km,62677km,0.79,0
CAR 11,13340km,"13,521 km",96 %,1
CAR 18,74098km,76034,0.31,0
 CAR-18,"102,026km","102,952km",25 %,0
CAR-14,12744,14512km,83 %,1
CAR 12,"20,041 km",20675km,38%,0
 CAR-19,"48,106km","49,796 km",1.0,0
CAR-27 ,"9,727km",11467,11 %,0
